Track,Album Name,Artist,Release Date,Spotify Streams,YouTube Views,TikTok Views
Little Talks,Little Talks,Of Monsters and Men,1/1/2011,1050676021.0,95461283.0,162004699.0
Not Even Ghosts Are This Empty,I No Longer Fear The Razor Guarding My Heel (V) - Single,$uicideboy$,8/11/2023,73979851.0,50747796.0,3352332.0
Shadow,A Hometown Odyssey,Livingston,3/8/2024,34343044.0,11778991.0,6100000.0
Aye (feat. Travis Scott),Pink Tape,Lil Uzi Vert,6/30/2023,73140012.0,4645872.0,75770759.0
"Perdï¿½ï¿½n, Per",Esto Sï¿½ï¿½ Es Cu,Los ï¿½ï¿½ngeles Az,6/8/2018,61704511.0,1185240552.0,402111.0
Without Me,The Source - Hip Hop Hits Vol. 6,Eminem,1/1/2002,2146682342.0,347730526.0,177890147.0
Leave a Light On,Leave a Light On,Tom Walker,10/13/2017,616379687.0,348579880.0,205457689.0
Ahora Me Llama,Ahora Me Llama,KAROL G,5/26/2017,338782953.0,1100136050.0,99920646.0
Amigos Con Derechos,Amigos Con Derechos,Reik,8/31/2018,503187980.0,857645221.0,40522645.0
Lost Boy,Lost Boy,Ruth B.,8/21/2015,840781611.0,32641573.0,160655710.0
"10,000 Hours (with Justin Bieber)","10,000 Hours (with Justin Bieber)",Dan + Shay,10/4/2019,1060319450.0,361854211.0,64709989.0
More Than You Know,More Than You Know,Axwell /\ Ingrosso,5/24/2017,1346174222.0,68221936.0,87048066.0
Diamondz n Roses,Diamondz n Roses,VaporGod,3/23/2023,33044062.0,17304165.0,2490290769.0
Mala Fama,Mala Fama,Danna Paola,3/28/2019,346737588.0,859633229.0,141133651.0
banking on me,DS4EVER (Deluxe),Gunna,1/7/2022,170941932.0,68412662.0,101411557.0
Main Sharabi,Main Sharabi,Rajeev Raja,12/6/2020,5984965.0,722868512.0,1676397.0
Paris,Paris,The Chainsmokers,1/13/2017,1188567787.0,96234317.0,388633141.0
Ayang,Ayang,Nabila Maharani,10/5/2022,1088915.0,45683645.0,1504849718.0
MERCEDES CAROTA,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,102660899.0,32838380.0,21328128.0
Not So Bad (Leans Gone Cold),Sremm 4 Life,Rae Sremmurd,4/7/2023,45382812.0,55687483.0,53885377.0
JGL,JGL,La Adictiva,2/18/2022,437825141.0,138771397.0,550954115.0
Swimming Pools (Drank),"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,1/1/2012,731646994.0,149345457.0,87387158.0
Kool-Aid,Kool-Aid,Bring Me The Horizon,1/5/2024,49756092.0,16624763.0,4372.0
Can't Remember to Forget You,Can't Remember to Forget You,Shakira,1/13/2014,526083566.0,1460145349.0,212271619.0
Bad Things (with Camila Cabello),Bad Things,mgk,10/14/2016,683966195.0,570116637.0,57154966.0
Softcore,The Neighbourhood,The Neighbourhood,3/9/2018,915401494.0,223385717.0,1120661792.0
Sacrifice,The Highlights (Deluxe),The Weeknd,2/5/2021,387273112.0,103938760.0,179105827.0
The Prophecy,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,4/19/2024,81419779.0,4628735.0,485970.0
Attention,Attention,Doja Cat,6/16/2023,124343335.0,38371589.0,244276844.0
Replay,Now! 15,Iyaz,1/1/2009,941989512.0,680420701.0,239082117.0
Around Me (feat. Don Toliver),HEROES & VILLAINS,Metro Boomin,12/2/2022,223785164.0,15012510.0,56806507.0
PHONKY TOWN,Phonky Town,PlayaPhonk,3/16/2021,272702293.0,79195534.0,1530938016.0
We Rollin,WE ROLLIN,Shubh,9/17/2021,258337879.0,297136479.0,226438634.0
Si Te La Encuentras Por Ahï¿,Si Te La Encuentras Por Ahï¿,Feid,8/5/2022,245582383.0,100812283.0,97281914.0
Daru Badnaam,Daru Badnaam,Param Singh,12/24/2016,92896589.0,1409748329.0,203136653.0
NARCISSISTIC PERSONALITY DISORDER,Narcissistic Personality Disorder - Single,Odetari,4/1/2023,183162195.0,45192343.0,229093751.0
Memory Lane,Memory Lane - Single,Old Dominion,1/5/2023,116035112.0,11537522.0,10490564.0
24 (feat. Lil Baby),24 (feat. Lil Baby),Money Man,8/14/2020,390733154.0,131372042.0,24693976.0
THE SHADE,WHO CARES?,Rex Orange County,3/11/2022,350427750.0,124215789.0,569263172.0
You,You,Regard,4/16/2021,313144836.0,63377694.0,105002413.0
Thinking out Loud,Full Circle: The Live Anthology,Ed Sheeran,11/20/2011,2502925593.0,430771444.0,548933681.0
Mbappe,"SEN2 KBRN, VOL. 2",Eladio Carrion,11/18/2022,204730798.0,94105710.0,411286349.0
Maria,Marï¿½,HWASA,6/29/2020,280901994.0,489518287.0,948594062.0
PRIMER AVISO,PRIMER AVISO - Single,Maria Becerra,2/29/2024,28563790.0,40333378.0,1423100.0
Butakera,Butakera,La Joaqui,7/28/2022,127392768.0,129725858.0,2966243206.0
Savage,Savage - The 1st Mini Album - EP,aespa,10/5/2021,222400657.0,399807694.0,936285256.0
Mad at Disney,Mad at Disney,salem ilese,6/24/2020,335604759.0,155802565.0,2759903957.0
Trojan Horse,Split Decision,Dave,6/4/2023,76510509.0,11734153.0,76912.0
Beautiful Girl,Beautiful Girl,Luciano,4/28/2022,191569959.0,55509965.0,129718183.0
"After The Storm (feat. Tyler, The Creator & Bootsy Collins)","After The Storm (feat. Tyler, The Creator & Bootsy Collins)",Kali Uchis,1/12/2018,589832336.0,208632840.0,118952804.0
Tï¿½ï¿½ Me Dejaste De Qu,Tï¿½ï¿½ Me Dejaste De Querer (feat. Niï¿½ï¿½o de Elche & La ,C. Tangana,11/5/2020,401979272.0,236719624.0,203030554.0
Spotless (feat. The Lumineers),Spotless (feat. The Lumineers),Zach Bryan,8/24/2023,157676395.0,5025676.0,2359449.0
Egwu,Egwu,Chike,12/15/2023,35119540.0,45526146.0,163624449.0
Me Rehï¿½ï,Me Rehï¿½ï,Danny Ocean,9/16/2016,1779760815.0,734259158.0,371899383.0
Baby you,Baby you,ýýýýýý,1/18/2023,30361093.0,30346457.0,1949963259.0
CUAL ES ESA,FERXXOCALIPSIS,Feid,12/1/2023,84131713.0,46945484.0,28600.0
Armed And Dangerous,Goodbye & Good Riddance,Juice WRLD,5/23/2018,786839663.0,369178947.0,108771380.0
Salimo de Noche,Salimo de Noche,Tiago PZK,10/21/2021,315581950.0,200961304.0,767313472.0
"Eladio Carrion: Bzrp Music Sessions, Vol. 40","Eladio Carrion: Bzrp Music Sessions, Vol. 40",Bizarrap,6/9/2021,312622847.0,275292905.0,190656582.0
Love,AFROBOY,Kouz1,1/13/2023,41059494.0,76632734.0,1163210746.0
La Gozadera,Full Circle: The Live Anthology,Gente De Zona,11/20/2011,613120952.0,1740143685.0,266381642.0
Skechers,Skechers,DripReport,1/12/2020,402600493.0,31685487.0,2812434668.0
I Feel Like I'm Drowning,I Feel Like I'm Drowning,Two Feet,11/10/2017,503915156.0,395172100.0,485983172.0
Ando Enfocado,Ando Enfocado,Jaziel Avilez,11/18/2022,191918763.0,168330437.0,63785723.0
First Person Shooter (feat. J. Cole),For All The Dogs,Drake,10/6/2023,328526298.0,17047473.0,197098789.0
Downtown,Downtown,Anitta,11/19/2017,678928131.0,775603021.0,567535888.0
Crï¿½ï¿,Crï¿½ï¿,KAROL G,11/2/2018,474863499.0,817844545.0,21632035.0
"Go Loko (feat. Tyga, Jon Z)",Go Loko,YG,5/3/2019,359828344.0,294072510.0,289928883.0
REMIX EXCLUSIVO,REMIX EXCLUSIVO,Feid,3/17/2023,185448173.0,64774453.0,19349275.0
penjaga hati,penjaga hati,Nadhif Basalamah,6/21/2023,252681087.0,99627762.0,341258424.0
"Vaathi Coming (From ""Master"")","Vaathi Coming (From ""Master"")",Anirudh Ravichander,3/10/2020,94152948.0,675223784.0,848894091.0
3 Headed Goat (feat. Lil Baby & Polo G),3 Headed Goat,Lil Durk,5/7/2020,354889332.0,143802247.0,91865926.0
Monica,LOVE AND CHAOS,Kuami Eugene,10/12/2023,3604452.0,7474271.0,167597754.0
La Playa,La Playa,Myke Towers,4/9/2019,322757243.0,640816810.0,215995105.0
Pasilyo,Pasilyo,SunKissed Lola,10/28/2022,219619875.0,99634133.0,513855630.0
Wasted Summers,Wasted Summers,juju<3,7/12/2023,145323071.0,3663144.0,725884052.0
Hasta la Raï¿½,Hasta la Raï¿½,Natalia Lafourcade,1/6/2015,657268053.0,1022323850.0,2833651298.0
Seasons,Seasons,Thirty Seconds To Mars,8/15/2023,21188649.0,3560845.0,34908043.0
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,4/25/2019,650003788.0,81796283.0,1556374953.0
Con La Brisa,Black Panther: Wakanda Forever - Music From and Inspired By,Foudeqush,11/4/2022,92384851.0,170892300.0,326613325.0
Someone To You,Someone to You,BANNERS,6/9/2017,840041803.0,219305472.0,1133729550.0
Show Yourself,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),Idina Menzel,11/15/2019,261261513.0,636887969.0,85253285.0
Cheat On Me (feat. Dave),Cheat On Me (feat. Dave),Burna Boy,8/22/2023,57146959.0,10407451.0,16954.0
In Your Love,In Your Love,Tyler Childers,7/27/2023,86069322.0,15451799.0,101213993.0
Poker Face,The Fame,Lady Gaga,1/1/2008,1285242562.0,256379013.0,1231170484.0
ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý,MORGENSHTERN,3/8/2024,11170433.0,35976070.0,35066.0
ýýýýýýýýýý,ýýýýýýýýýý - Single,NLO,5/2/2023,7900402.0,146296974.0,215446483.0
Stunnin' (feat. Harm Franklin),Stunnin' (feat. Harm Franklin),Curtis Waters,5/19/2020,312678365.0,68518582.0,2130678972.0
Privileged Rappers,Her Loss,Drake,11/4/2022,167840439.0,25641544.0,52937881.0
Umbrella,Good Girl Gone Bad,Rihanna,1/1/2007,1535595924.0,1266946594.0,123440263.0
Candy,Candy,Doja Cat,3/23/2018,404872050.0,89852977.0,3235980364.0
Enough Is Enough,AUSTIN,Post Malone,7/28/2023,106740885.0,4758436.0,12122087.0
Baila Conmigo (with Rauw Alejandro),Baila Conmigo (with Rauw Alejandro),Selena Gomez,1/29/2021,479276199.0,228278348.0,303099826.0
Love Me,I Am Not A Human Being II (Japan Version),Lil Wayne,1/1/2013,773746724.0,121852617.0,123125094.0
Asï¿½ï¿½ Lo Quiso ,DESVELADO,Eslabon Armado,4/28/2023,173061521.0,53668901.0,239225982.0
Moon,Donda,Kanye West,8/29/2021,300082779.0,26665548.0,259653952.0
Notion,Futureproof,The Rare Occasions,8/5/2016,597718233.0,152225528.0,1985146213.0
Essence (feat. Justin Bieber & Tems),Essence (feat. Justin Bieber & Tems),Wizkid,8/13/2021,142075177.0,38137678.0,38844483.0
Outskirts,Outskirts,Sam Hunt,3/10/2023,66067682.0,7470172.0,2892289.0
X,X,Nicky Jam,2/22/2018,981323727.0,87459823.0,371899059.0
boyfriend (with Social House),boyfriend,Ariana Grande,8/2/2019,809537829.0,372025118.0,449615555.0
As the World Caves In,As the World Caves In,Sarah Cothran,6/10/2021,285568439.0,161956855.0,1818254854.0
Dile a Tu Orgullo (En Vivo),Dile a Tu Orgullo (En Vivo) - Single,Luis Alfonso Partida El Yaki,1/28/2022,94677649.0,380478131.0,39716201.0
Lottery (feat. LU KALA),Lottery (feat. LU KALA),Latto,2/17/2023,64851689.0,26844412.0,127114832.0
Sunshine,Sunshine,Tyga,8/12/2022,85785871.0,12121852.0,2095787.0
Si Tu Novio Te Deja Sola,Si Tu Novio Te Deja Sola,J Balvin,3/3/2017,426104353.0,1075650402.0,19811260.0
SHAKE SUMN,CALL DA FIREMAN,DaBaby,5/5/2023,70418045.0,39812848.0,767711351.0
Chained To The Rhythm,Chained To The Rhythm,Katy Perry,2/10/2017,571538542.0,798537539.0,68206300.0
Afterglow,#NAME?,Ed Sheeran,1/1/2020,461495506.0,183828202.0,574322224.0
Mr. Brightside,Hot Fuss,The Killers,1/1/2004,2174022106.0,183968852.0,294739225.0
Promiscuous,Loose (Japan Version),Nelly Furtado,1/1/2006,1194124781.0,810297837.0,1795501997.0
Black Swan,Black Swan,BTS,1/17/2020,459923962.0,603350721.0,535835122.0
HOT,SEVENTEEN 4th Album 'Face the Sun',SEVENTEEN,5/27/2022,210513394.0,270821476.0,797795448.0
i'm yours,i'm yours,Isabel LaRosa,10/28/2022,320296093.0,27153913.0,38533990.0
"Young, Wild & Free (feat. Bruno Mars)","Young, Wild & Free (feat. Bruno Mars)",Snoop Dogg,10/21/2011,1431126152.0,192872269.0,1195592.0
Kamar Teri Left Right Hale,Kamar Teri Left Right Hale - Single,Sandeep Surila,7/24/2020,22148259.0,772008576.0,477115.0
Carta Aberta,Carta Aberta,MC Cabelinho,11/27/2023,52754470.0,70458259.0,2495.0
The Thrill,The Thrill,Wiz Khalifa,11/11/2020,362756358.0,28737121.0,374299600.0
Yana Yana,Yana Yana,Semicenk,2/3/2023,141236846.0,167722502.0,60945277.0
CIRCUS MAXIMUS,UTOPIA,Travis Scott,7/28/2023,90921914.0,4568866.0,1606512.0
What is Love,What Is Love,TWICE,4/9/2018,442941122.0,885861488.0,995480226.0
Pieces,Pieces,Danilo Stankovic,9/17/2020,5467217.0,283023.0,28032695489.0
Cama Repetida,Sofrï¿½ï¿½ncia Ou Fuleragem? (Ao Vivo / Part,Leo Santana,11/15/2023,74934765.0,78522265.0,1292457.0
Glue Song,Glue Song - Single,beabadoobee,2/15/2023,209167955.0,35239823.0,275970237.0
Life in Rio,Life in Rio (feat. TOLCHONOV) - Single,Slowboy,3/17/2023,126698724.0,59317671.0,102518739.0
Iï¿½ï¿½ï¿½m Not Here To Make Friends (feat. Calvin Harris & Jessie ,Gloria,Sam Smith,1/27/2023,146921991.0,37582359.0,351979940.0
Help Me Help You (feat. Why Don't We),Help Me Help You (feat. Why Don't We),Logan Paul,5/19/2017,82539441.0,622214179.0,137325098.0
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,fellow fellow,8/29/2023,43756807.0,122496150.0,143782439.0
Distraction,Distraction,Polo G,6/3/2022,103549505.0,40937892.0,21878255.0
VIBE (feat. Jimin of BTS),VIBE,TAEYANG,1/13/2023,218831350.0,144395167.0,595970672.0
Kï¿½ï¿½R,Kï¿½ï¿½R,KAROL G,2/23/2023,114323355.0,97148590.0,322572081.0
back to the moon,a Gift & a Curse,Gunna,6/16/2023,65374827.0,30059409.0,11013533.0
FourFiveSeconds,FourFiveSeconds,Rihanna,1/24/2015,1134470968.0,571589993.0,5272.0
Washing Machine Heart,Be the Cowboy,Mitski,8/17/2018,743015700.0,177148832.0,1004422009.0
SAN BENEDETTO,FOREGROUND MUSIC,Ron Gallo,3/3/2023,53305.0,260221988.0,3074.0
HACIENDO QUE ME AMAS,EL ï¿½ï¿½LTIMO TOUR DEL M,Bad Bunny,11/27/2020,391087418.0,367082304.0,88351589.0
Little Things,Little Things,Jorja Smith,5/11/2023,46615691.0,6255853.0,758814572.0
Dead Man Walking,Dead Man Walking,Brent Faiyaz,9/18/2020,390893607.0,94620680.0,368523039.0
Ball If I Want To,Ball If I Want To,DaBaby,6/18/2021,216934691.0,70627607.0,1016363322.0
P*$$Y Fairy (OTW),P*$$Y Fairy (OTW),Jhenï¿½ï¿½ ,1/17/2020,188774618.0,175882087.0,91057232.0
Ensï¿½ï¿½ï¿½ï¿½ame ,Un Verano Sin Ti,Bad Bunny,5/6/2022,348372811.0,106600063.0,154007395.0
Bellaquita,Bellaquita,Dalex,9/6/2019,207093355.0,683691095.0,534205330.0
Limbo,Prestige,Daddy Yankee,1/1/2012,508914869.0,1529347092.0,73318392.0
Hayloft II,Inside (Deluxe),Mother Mother,1/28/2022,216252006.0,164171809.0,3837839.0
Tormenta (feat. Bad Bunny),Cracker Island,Gorillaz,2/24/2023,197096592.0,33253817.0,327222300.0
DJ Got Us Fallin' In Love,Europa FM Presenta Europa Baila,USHER,1/1/2010,841183589.0,485860020.0,64589027.0
DIE,KMT,Gazo,7/1/2022,168211673.0,112307349.0,687903274.0
Aullando,"Los Campeones del Pueblo ""The Big Leagues""",Wisin & Yandel,12/14/2018,407025386.0,742853552.0,16922902.0
El Incomprendido,El Incomprendido,Farruko,9/30/2021,186233910.0,114487705.0,95822904.0
23,"23 (feat. Miley Cyrus, Wiz Khalifa & Juicy J) - Single",Mike WiLL Made-It,1/1/2013,339514083.0,1077541932.0,164169789.0
Guay,Guay,Ozuna,4/18/2024,25134764.0,7120990.0,3319.0
Swang,SremmLife 2 (Deluxe),Rae Sremmurd,8/12/2016,658051344.0,502542395.0,172756577.0
Broke Boys,Her Loss,Drake,11/4/2022,143220845.0,17892665.0,26577093.0
SMOKE IT OFF!,SMOKE IT OFF!,Lumi Athena,11/22/2022,185817317.0,115720244.0,237465039.0
What They Want,What They Want,Russ,7/28/2016,569767392.0,468513022.0,1026583434.0
Corazï¿½ï¿½n F,Corazï¿½ï¿½n Frï¿½ï¿½o ,Jasiel Nuï¿½ï,10/12/2023,79485128.0,53649480.0,13574747.0
Take Care,Take Care (Deluxe),Drake,11/15/2011,622498643.0,454602464.0,82945578.0
A Sky Full of Stars,Los Nï¿½ï¿½meros 1 De 40 (El Disco De Los ï¿½ï,Coldplay,1/1/2014,1490987063.0,395515510.0,1583375110.0
Smack That - Dirty,Smack That (feat. Eminem),Akon,1/1/2006,1023825031.0,1251716030.0,1957205.0
Ramen & OJ,Ramen & OJ,Joyner Lucas,4/30/2021,260117606.0,104323081.0,12058693.0
Arhbo [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],Arhbo (Music from the Fifa World Cup Qatar 2022 Official Soundtrack) [feat. FIFA Sound] - Single,Ozuna,8/19/2022,49549021.0,119899690.0,3499011841.0
MEGAVERSE,ROCK-STAR,Stray Kids,11/10/2023,71016852.0,68206031.0,6003993.0
Come See Me,Come See Me - Single,Rod Wave,9/1/2023,28876525.0,22591925.0,28824932.0
Cool With You,NewJeans 2nd EP 'Get Up',NewJeans,7/21/2023,165916276.0,52705822.0,92644726.0
Shameless,Shameless,Camila Cabello,9/5/2019,524463179.0,297234963.0,1255373850.0
New Freezer (feat. Kendrick Lamar),New Freezer (feat. Kendrick Lamar),Rich The Kid,9/25/2017,317302250.0,113727264.0,286048019.0
GTA.mp3,GTA.mp3,Emilia,9/7/2023,103722826.0,55495034.0,81845600.0
Dembow,Dembow,Danny Ocean,12/8/2017,579189526.0,828853696.0,158504854.0
WAKE UP!,WAKE UP!,MoonDeity,8/5/2022,152307497.0,154243444.0,120806447.0
Dembow,Dembow,Danny Ocean,12/8/2017,579189526.0,828853696.0,158504854.0
Fast,Death Race For Love (Bonus Track Version),Juice WRLD,3/8/2019,392674468.0,119252275.0,39728302.0
Come and See Me (feat. Drake),Come and See Me (feat. Drake),PARTYNEXTDOOR,3/23/2016,609032900.0,176053242.0,38686929.0
Myself,COSMIC,Bazzi,4/12/2018,279105227.0,138981651.0,4596936089.0
LOCO,CRAZY IN LOVE,ITZY,9/24/2021,259023338.0,381462973.0,909400567.0
Life's A Mess (feat. Halsey),Life's A Mess (feat. Halsey),Juice WRLD,7/6/2020,319737440.0,108796209.0,11172071.0
Have Mercy,Have Mercy,Chlï¿½,9/10/2021,202781631.0,1271445.0,2410282562.0
Bad Decisions (with BTS & Snoop Dogg),Bad Decisions (with BTS & Snoop Dogg),benny blanco,8/5/2022,259730016.0,102357127.0,597069529.0
Yebbaï¿½ï¿½ï¿½s Hear,Certified Lover Boy,Drake,9/3/2021,349849639.0,59701089.0,352584596.0
Drums (Feat. Kim Petras),Drums (Feat. Kim Petras),James Hype,10/6/2023,48573000.0,10575780.0,7526758.0
El Avioncito,El Avioncito,Giblack,10/28/2021,11569095.0,134929794.0,5210740180.0
Handle On You,Handle On You,Parker McCollum,8/5/2022,103858433.0,23571548.0,32959012.0
Tunnel Vision,Tunnel Vision,Kodak Black,2/17/2017,654828389.0,97450066.0,86649600.0
White Tee (with NO1-NOAH),Life On Earth - EP,Summer Walker,7/10/2020,277094824.0,118824965.0,537618525.0
Too Easy,Too Easy,Gunna,9/24/2021,133039977.0,21842375.0,241202185.0
Walking On A Dream,Walking On A Dream,Empire Of The Sun,1/1/2008,923637058.0,326484288.0,1346152082.0
Take Two,Take Two,BTS,6/9/2023,259288333.0,40948018.0,503776050.0
You Know You Like It,You Know You Like It,DJ Snake,10/14/2014,506083686.0,191257884.0,53859932.0
Bom Diggy,Bom Diggy - Single,Zack Knight,8/24/2017,55362558.0,1292844409.0,45939694.0
Live Another Day,Phonkageddon,Kordhell,8/27/2021,283108875.0,147447678.0,1067856594.0
Sexo Virtual,VICE VERSA,Rauw Alejandro,6/25/2021,293361823.0,141862016.0,1336043098.0
"Nï¿½ï¿½o, Nï¿½",Piseiro Sofrï¿½ï¿½,Mari Fernandez,4/29/2021,158404124.0,156298379.0,927182106.0
ýý ýýýýýýýý ýýýýýýýýýý,ýý ýýýýýýýý ýýýýýýýýýý,Moreart,12/4/2020,60358583.0,43371351.0,8680132146.0
Chasin' You,If I Know Me,Morgan Wallen,4/27/2018,609984789.0,255780709.0,142412314.0
Ali Cabbar,Parti ï¿½ï¿½,Emir Can ï¿½ï¿½ï,6/2/2023,63442980.0,127252829.0,108671025.0
Clouds,Clouds - Single,BUNT.,1/12/2023,149986283.0,9500978.0,13195696.0
Let Your Boys Be Country,Let Your Boys Be Country,Jason Aldean,8/25/2023,21485335.0,5878965.0,9858141.0
Solo Me Dejaste,Solo Me Dejaste,Grupo Marca Registrada,7/8/2022,175374235.0,236220298.0,146435027.0
Like I'm Gonna Lose You (feat. John Legend),Title (Deluxe),Meghan Trainor,1/9/2015,1060255231.0,950074212.0,196304893.0
"Don't Give Up On Me - (From ""Five Feet Apart"")","Don't Give Up On Me (From ""Five Feet Apart"")",Andy Grammer,2/13/2019,509011250.0,220773540.0,685543612.0
Talk Dirty (feat. 2 Chainz),VTM Kzoom Hits Best Of 2013,Jason Derulo,1/1/2013,718634962.0,88651556.0,429272415.0
Nail Tech,Nail Tech,Jack Harlow,2/18/2022,224376030.0,67524036.0,205572867.0
Lahore,Kultural Inkursions,Guru Randhawa,7/27/2018,77999.0,1174983850.0,6457.0
The Summoning,The Summoning - Single,Sleep Token,1/6/2023,135976140.0,37952419.0,14785534.0
TROLLZ (with Nicki Minaj),TROLLZ (with Nicki Minaj),6ix9ine,6/12/2020,169376113.0,485978356.0,728033853.0
Cover Me Up,Cover Me Up,Morgan Wallen,4/5/2019,457252350.0,284333103.0,226942604.0
Un Verano Sin Ti,Un Verano Sin Ti,Bad Bunny,5/6/2022,360149048.0,94595491.0,154135701.0
Get A Guitar,Get A Guitar,RIIZE,9/4/2023,67887030.0,106807094.0,430468374.0
Heat,Heat (feat. Gunna),Gunna,6/20/2019,174090982.0,353442033.0,26278533.0
I Was Never There,"My Dear Melancholy,",The Weeknd,3/29/2018,995463505.0,283348553.0,175752903.0
Bar,Bar,TINI,11/11/2021,231155441.0,314218837.0,72618.0
ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýýý,YOUNGOHM,1/25/2023,17745591.0,172379457.0,749416523.0
Case,Ghost,Diljit Dosanjh,9/29/2023,48353674.0,97635698.0,5805614.0
Socadona (feat. Mr. Vegas),Socadona (feat. Mr. Vegas),LUDMILLA,11/18/2021,74338196.0,85204123.0,2134165382.0
Sial,fï¿½ï¿½,Mahalini,1/23/2023,324327622.0,97061421.0,1614389086.0
Pelele,Pelele,Morad,12/24/2021,153262121.0,105229861.0,777095126.0
CAROLINA,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2/24/2023,89487508.0,64767621.0,466245707.0
Krippy Kush,Krippy Kush,Farruko,8/4/2017,261207310.0,1008664592.0,251282695.0
Do It,VULTURES 1,Kanye West,2/9/2024,58509914.0,971307.0,62692000.0
Umbrella (with 21 Savage & Young Nudy),HEROES & VILLAINS,Metro Boomin,12/2/2022,134971918.0,8374578.0,34056492.0
Cuaderno,Climaxxx,Dalex,5/10/2019,415170963.0,618739499.0,72178937.0
Leja Re,Leja Re,Dhvani Bhanushali,11/24/2018,64612903.0,1035234284.0,8550.0
Paro - Speed Up,Paro (Speed Up),Nej,5/20/2021,92866817.0,510081.0,6637149421.0
"Burn, Burn, Burn","Burn, Burn, Burn",Zach Bryan,9/8/2022,261905370.0,23316855.0,16825671.0
Girl,Easy Money Baby,Myke Towers,1/24/2020,358885100.0,386760006.0,384081312.0
Saving Up,Saving Up,Dom Dolla,10/6/2023,68053989.0,1482245.0,48264636.0
The Way Life Goes (feat. Oh Wonder),Luv Is Rage 2,Lil Uzi Vert,8/25/2017,973400151.0,320288878.0,83669477.0
Headshot (feat. Polo G & Fivio Foreign),Headshot,Lil Tjay,3/19/2021,331506695.0,22151531.0,89324319.0
LLYLM,LLYLM,ROSALï¿½,1/27/2023,163400564.0,37506561.0,107127704.0
Levels,Levels (feat. Sunny Malton),Sidhu Moose Wala,5/25/2022,146988095.0,262992730.0,69189680.0
La player (Bandolera),La Player (Bandolera),Zion & Lennox,2/23/2018,603009543.0,752863338.0,33166882.0
ART,TYLA,Tyla,3/1/2024,46863836.0,17633827.0,2574072.0
Let's Love,Let's Love,Sia,9/11/2020,222571023.0,68547283.0,221346418.0
DASH,Fe3O4: BREAK,NMIXX,1/15/2024,40620097.0,59080794.0,1553400.0
On My Mind,On My Mind,Diplo,12/13/2019,287897439.0,68649223.0,855075576.0
Vampiro,Vampiro,Matuï¿,3/29/2022,250112783.0,207570990.0,81406851.0
Another Late Night (feat. Lil Yachty),For All The Dogs,Drake,10/6/2023,61355849.0,11131343.0,16120565.0
Delincuente,Delincuente,Tokischa,8/19/2022,190095480.0,83772680.0,801557207.0
Kernkraft 400 (A Better Day),Kernkraft 400 (A Better Day),Topic,6/17/2022,171920896.0,14115131.0,51987916.0
SORRY NOT SORRY,CALL ME IF YOU GET LOST: The Estate Sale,"Tyler, The Creator",3/31/2023,98301770.0,30136123.0,19817648.0
Bad (feat. Vassy) - Radio Edit,The Edge (Mixed By G-Wizard & DJ Nino Brown),Showtek,1/1/2014,602359731.0,1099999155.0,95570279.0
Fever,Future Nostalgia,Dua Lipa,3/27/2020,381166294.0,168485708.0,728998950.0
"Tiago PZK: Bzrp Music Sessions, Vol. 48","Tiago PZK: Bzrp Music Sessions, Vol. 48",Bizarrap,12/29/2021,454467751.0,35155712.0,13072.0
Hands up!,Hands up!,6arelyhuman,12/10/2022,144555119.0,26566933.0,381921701.0
Buenas,Buenas,Quevedo,9/22/2023,108163942.0,17211451.0,23664790.0
Let Her Go,All The Little Lights,Passenger,1/1/2012,2252713547.0,423531195.0,641996440.0
Put Your Records On,Put Your Records On,Ritt Momney,4/24/2020,600521313.0,50025071.0,79947183.0
So Am I,So Am I,Ava Max,3/7/2019,570045987.0,368297733.0,218968895.0
Slide,Slide,Calvin Harris,2/24/2017,1044358962.0,37191231.0,323428098.0
Feel Good Inc.,Demon Days,Gorillaz,5/23/2005,1407382497.0,1211241854.0,1396761942.0
Me And My Broken Heart,Power Hits 2014,Rixton,1/1/2014,733931275.0,535024991.0,47138593.0
"Baguettes in the Face (feat. NAV, Playboi Carti & A Boogie Wit da Hoodie)",Perfect Ten,Mustard,6/28/2019,332224927.0,33056892.0,210052450.0
Lo Aprendï¿½ï¿½ de Ti - HA-ASH Primera Fila - Hecho Realidad [En V,HA-ASH Primera Fila - Hecho Realidad,Ha*Ash,11/11/2014,296711145.0,1599246274.0,78337323.0
